CaseNbr	Category	latitude	longitude	time
1102582	PROPERTY	34.021991	-118.286080	734738.416667
1102588	PROPERTY	34.026267	-118.288365	734713.750000
1102593	PROPERTY	34.019351	-118.282112	734740.555556
1102596	PROPERTY	34.028263	-118.284213	734739.927083
1102603	PROPERTY	34.021103	-118.281659	734738.791667
1102620	PROPERTY	34.032379	-118.280529	734740.750000
1102621	PROPERTY	34.062052	-118.201433	734740.958333
1102651	PROPERTY	34.025683	-118.281655	734743.750000
1102655	PROPERTY	34.025683	-118.281655	734743.875000
1102656	PROPERTY	34.021153	-118.283985	734744.416667
1102661	PROPERTY	34.022181	-118.284466	734744.687500
1102673	PROPERTY	34.020068	-118.289830	734745.458333
1102675	PROPERTY	34.017568	-118.254506	734741.541667
1102678	PROPERTY	34.025683	-118.281655	734744.916667
1102682	PROPERTY	34.021461	-118.288965	734745.541667
1102683	PROPERTY	34.017123	-118.254193	734744.916667
1102688	PROPERTY	34.024775	-118.287983	734743.791667
1102694	PROPERTY	34.027480	-118.290430	734745.750000
1102698	PROPERTY	34.028954	-118.278704	734744.145833
1102700	PROPERTY	34.025196	-118.293889	734701.500000
1102707	PROPERTY	34.028537	-118.286090	734746.916667
1102708	PROPERTY	34.061739	-118.202425	734685.420833
1102711	PROPERTY	34.021945	-118.283807	734747.458333
1102712	PROPERTY	34.021461	-118.288965	734747.458333
1102713	PROPERTY	34.019983	-118.282509	734745.875000
1102723	PROPERTY	34.025683	-118.281655	734748.500000
1102724	PROPERTY	34.032928	-118.276850	734746.875000
1102728	PROPERTY	34.020407	-118.282071	734747.708333
1102729	PROPERTY	34.031945	-118.288633	734746.729167
1102734	PROPERTY	34.025683	-118.281655	734747.708333
1102757	PROPERTY	34.025683	-118.281655	734746.906250
1102761	PROPERTY	34.027510	-118.289360	734750.076389
1102769	PROPERTY	34.019351	-118.282112	734748.708333
1102772	PROPERTY	34.023890	-118.288746	734741.750000
1102780	PROPERTY	34.028954	-118.278704	734749.708333
1102789	PROPERTY	34.032928	-118.276850	734746.958333
1102834	PROPERTY	34.030897	-118.288633	734747.958333
1102840	PROPERTY	34.026267	-118.288365	734752.437500
1102844	PROPERTY	34.023991	-118.286299	734753.666667
1102845	PROPERTY	34.090220	-118.212037	734624.761111
1102848	PROPERTY	34.024623	-118.287701	734749.666667
1102850	PROPERTY	34.023890	-118.288746	734753.708333
1102858	PROPERTY	34.019274	-118.290295	734754.319444
1102859	PROPERTY	34.018855	-118.285768	734753.625000
1102860	PROPERTY	34.062052	-118.201433	734752.326389
1102863	PROPERTY	34.025683	-118.281655	734753.760417
1102870	PROPERTY	34.026536	-118.296968	734739.750000
1102871	PROPERTY	34.021765	-118.282861	734754.500000
1102872	PROPERTY	34.019698	-118.282058	734752.916667
1102875	PROPERTY	34.021153	-118.283985	734753.500000
1102893	PROPERTY	34.024044	-118.285626	734754.791667
1102904	PROPERTY	34.023991	-118.286299	734754.583333
1102943	PROPERTY	34.029842	-118.287718	734752.500000
1102947	PROPERTY	34.028206	-118.285138	734755.791667
1102948	PROPERTY	34.012760	-118.258941	734755.708333
1102949	PROPERTY	34.028886	-118.281301	734755.583333
1102952	PROPERTY	0.000000	-0.000000	734757.958333
1102990	PROPERTY	34.027480	-118.290430	734746.812500
1102997	PROPERTY	34.024789	-118.289427	734759.302083
1103000	PROPERTY	34.025683	-118.281655	734759.791667
1103003	PROPERTY	34.062052	-118.201433	734759.979167
1103004	PROPERTY	34.019085	-118.281189	734759.791667
1103007	PROPERTY	34.019122	-118.290751	734760.729167
1103008	PROPERTY	34.019708	-118.290034	734759.520833
1103010	PROPERTY	34.018723	-118.285236	734760.583333
1103013	PROPERTY	34.019122	-118.290751	734760.708333
1103021	PROPERTY	34.018818	-118.287424	734754.708333
1103023	PROPERTY	34.025683	-118.281655	734759.916667
1103026	PROPERTY	34.031890	-118.288633	734759.997222
1103028	PROPERTY	34.021991	-118.286080	734760.583333
1103029	PROPERTY	34.018855	-118.285768	734759.333333
1103031	PROPERTY	34.021103	-118.281659	734747.833333
1103051	PROPERTY	34.019274	-118.290295	734760.729167
1103053	PROPERTY	34.061416	-118.204854	734761.625000
1103058	PROPERTY	34.020598	-118.286592	734762.750000
1103073	PROPERTY	34.012760	-118.258941	734763.500000
1103093	PROPERTY	34.021103	-118.281659	734763.895833
1103100	PROPERTY	34.032928	-118.276850	734763.520833
1103106	PROPERTY	34.062089	-118.210370	734762.416667
1103110	PROPERTY	34.021935	-118.280085	734764.666667
1103111	PROPERTY	34.025100	-118.280220	734764.958333
1103113	PROPERTY	34.022181	-118.284466	734763.625000
1103114	PROPERTY	34.027240	-118.282800	734763.458333
1103115	PROPERTY	34.019122	-118.290751	734765.562500
1103151	PROPERTY	34.022181	-118.284466	734765.416667
1103156	PROPERTY	34.017690	-118.281912	734766.364583
1103159	PROPERTY	34.026630	-118.278490	734748.666667
1103162	PROPERTY	34.019983	-118.282509	734763.333333
1103165	PROPERTY	34.024044	-118.285626	734765.375000
1103168	PROPERTY	34.024044	-118.285626	734766.458333
1103171	PROPERTY	34.019983	-118.282509	734766.885417
1103176	PROPERTY	34.022408	-118.291014	734767.354167
1103177	TRAFFIC	34.025417	-118.284165	734767.583333
1103194	PROPERTY	34.021935	-118.280085	734747.583333
1103214	PROPERTY	34.021737	-118.294053	734768.906250
1103219	PROPERTY	34.019124	-118.287976	734761.375000
1103220	PROPERTY	34.025683	-118.281655	734755.958333
1103221	PROPERTY	34.022181	-118.284466	734753.493056
1103222	PROPERTY	34.020407	-118.282071	734769.555556
1103224	PROPERTY	34.020068	-118.289830	734747.791667
1103225	PROPERTY	34.019983	-118.282509	734769.541667
1103230	PROPERTY	34.021475	-118.282179	734769.541667
1103237	PROPERTY	34.021301	-118.288016	734769.541667
1103238	PROPERTY	34.025683	-118.281655	734769.916667
1103253	PROPERTY	0.000000	-0.000000	734770.500000
1103257	PROPERTY	34.017690	-118.281912	734769.645833
1103262	PROPERTY	34.020133	-118.288242	734772.496528
1103265	PROPERTY	34.023349	-118.284754	734772.375000
1103267	PROPERTY	34.031656	-118.290465	734773.531250
1103269	PROPERTY	34.062425	-118.203742	734773.395833
1103270	PROPERTY	34.022181	-118.284466	734771.708333
1103275	PROPERTY	34.025110	-118.278570	734771.041667
1103277	PROPERTY	34.017690	-118.281912	734765.729167
1103279	PROPERTY	34.021153	-118.283985	734773.520833
1103283	PROPERTY	34.022181	-118.284466	734773.822917
1103288	PROPERTY	34.023349	-118.284754	734761.500000
1103291	PROPERTY	34.019983	-118.282509	734773.770833
1103292	PROPERTY	34.032379	-118.280529	734772.979167
1103301	PROPERTY	34.023890	-118.288746	734764.375000
1103320	PROPERTY	34.062580	-118.202705	734768.729167
1103326	PROPERTY	34.022181	-118.284466	734775.565972
1103335	PROPERTY	34.016727	-118.279450	734775.500000
1103336	PROPERTY	34.022181	-118.284466	734775.406250
1103337	PROPERTY	0.000000	-0.000000	734776.489583
1103338	PROPERTY	34.023969	-118.288564	734775.833333
1103343	PROPERTY	34.021765	-118.282861	734776.875000
1103352	PROPERTY	34.025050	-118.280080	734776.618056
1103355	PROPERTY	34.021765	-118.282861	734777.500000
1103363	PROPERTY	34.032928	-118.276850	734777.958333
1103365	PROPERTY	34.024916	-118.288297	734776.812500
1103368	PROPERTY	34.026670	-118.278900	734772.868056
1103371	PROPERTY	34.090220	-118.212037	734763.791667
1103375	TRAFFIC	34.018303	-118.283409	734779.524306
1103379	PROPERTY	34.027590	-118.280530	734778.875000
1103392	PROPERTY	34.024333	-118.283966	734776.666667
1103411	PROPERTY	34.028263	-118.285383	734779.958333
1103412	PROPERTY	34.023969	-118.288564	734773.625000
1103415	PROPERTY	34.021103	-118.281659	734756.416667
1103417	PROPERTY	34.021475	-118.282179	734776.458333
1103426	PROPERTY	34.090220	-118.212037	734773.833333
1103428	TRAFFIC	34.025524	-118.287581	734781.538194
1103453	PROPERTY	34.018831	-118.289536	734780.916667
1103467	PROPERTY	34.024623	-118.287701	734782.333333
1103470	PROPERTY	34.018723	-118.285236	734782.500000
1103471	PROPERTY	34.025683	-118.281655	734779.916667
1103472	PROPERTY	34.019351	-118.282112	734782.666667
1103474	PROPERTY	34.021475	-118.282179	734782.729167
1103494	PROPERTY	34.020289	-118.290330	734783.041667
1103497	PROPERTY	34.029779	-118.288965	734782.916667
1103498	PROPERTY	34.019085	-118.281189	734784.670833
1103501	PROPERTY	34.022181	-118.284466	734785.687500
1103510	PROPERTY	34.025503	-118.296984	734769.333333
1103511	PROPERTY	34.062580	-118.202705	734733.625000
1103513	PROPERTY	34.018831	-118.289536	734785.739583
1103514	PROPERTY	34.025683	-118.281655	734786.610417
1103515	PROPERTY	34.026267	-118.288365	734784.541667
1103516	PROPERTY	34.026810	-118.279230	734783.979167
1103526	PROPERTY	34.025683	-118.281655	734786.729167
1103528	PROPERTY	34.023890	-118.288746	734787.416667
1103529	PROPERTY	34.026267	-118.288365	734786.822917
1103543	PROPERTY	34.020159	-118.283717	734788.395833
1103553	PROPERTY	34.022181	-118.284466	734788.416667
1103565	PROPERTY	34.022408	-118.291014	734789.583333
1103566	PROPERTY	34.019871	-118.286099	734789.614583
1103578	PROPERTY	34.019487	-118.289477	734788.666667
1103581	PROPERTY	34.021103	-118.281659	734789.583333
1103582	PROPERTY	34.026267	-118.288365	734789.604167
1103583	PROPERTY	34.027310	-118.290340	734789.625000
1103603	PROPERTY	34.025683	-118.281655	734789.541667
1103604	PROPERTY	34.019122	-118.290751	734791.895833
1103608	PROPERTY	34.021935	-118.280085	734792.729167
1103610	PROPERTY	34.021817	-118.279977	734791.875000
1103620	PROPERTY	34.026920	-118.276101	734789.708333
1103622	PROPERTY	34.026267	-118.288365	734790.645833
1103625	PROPERTY	34.026267	-118.288365	734789.968750
1103637	PROPERTY	34.019274	-118.290295	734790.541667
1103638	PROPERTY	0.000000	-0.000000	734788.930556
1103641	PROPERTY	34.021945	-118.283807	734793.416667
1103651	DISORDERLY CONDUCT	34.018303	-118.283409	734795.552083
1103652	PROPERTY	34.028290	-118.282594	734740.791667
1103653	PROPERTY	0.000000	-0.000000	734792.997222
1103660	PROPERTY	34.019487	-118.289477	734795.625000
1103671	PROPERTY	34.033160	-118.276883	734796.581250
1103672	PROPERTY	34.029534	-118.280896	734795.812500
1103674	PROPERTY	34.021935	-118.280085	734794.770833
1103679	PROPERTY	34.029534	-118.280896	734795.916667
1103683	PROPERTY	34.021111	-118.284830	734796.736111
1103699	PROPERTY	34.020133	-118.288242	734797.416667
1103700	PROPERTY	34.020289	-118.290330	734795.568056
1103702	PROPERTY	34.021475	-118.282179	734786.581944
1103704	PROPERTY	34.029534	-118.280896	734796.375000
1103735	PROPERTY	34.019983	-118.282509	734796.583333
1103755	PROPERTY	0.000000	-0.000000	734799.020833
1103765	PROPERTY	34.025683	-118.281655	734796.999306
1103771	PROPERTY	34.019983	-118.282509	734797.958333
1103772	PROPERTY	34.022199	-118.294038	734797.916667
1103780	PROPERTY	34.025630	-118.279810	734766.875000
1103803	PROPERTY	34.032663	-118.287889	734787.958333
1103804	PROPERTY	34.025683	-118.281655	734792.083333
1103805	PROPERTY	34.032928	-118.276850	734800.958333
1103806	PROPERTY	34.025683	-118.281655	734735.625000
1103809	PROPERTY	34.032379	-118.280529	734801.750000
1103812	PROPERTY	34.063762	-118.201545	734801.298611
1103815	PROPERTY	34.021301	-118.288016	734802.527778
1103822	PROPERTY	34.018831	-118.289536	734802.708333
1103823	PROPERTY	0.000000	-0.000000	734802.416667
1103825	PROPERTY	34.019487	-118.289477	734802.875000
1103829	PROPERTY	34.023991	-118.286299	734787.791667
1103832	PROPERTY	34.028263	-118.289625	734802.958333
1103833	PROPERTY	34.030295	-118.281556	734802.916667
1103858	PROPERTY	34.018764	-118.282887	734803.812500
1103872	PROPERTY	34.021301	-118.288016	734803.625000
1103892	EH&S	34.021935	-118.280085	734806.023611
1103894	PROPERTY	34.023890	-118.288746	734803.416667
1103895	PROPERTY	34.018665	-118.286794	734804.500000
1103896	PROPERTY	34.025060	-118.286461	734806.062500
1103898	PROPERTY	34.018831	-118.289536	734799.708333
1103899	PROPERTY	34.019698	-118.282058	734803.750000
1103900	PROPERTY	34.024333	-118.283966	734806.687500
1103910	PROPERTY	34.024789	-118.289427	734804.708333
1103911	PROPERTY	34.019742	-118.277213	734804.593750
1103951	PROPERTY	34.028150	-118.282340	734748.041667
1103953	PROPERTY	34.029537	-118.285043	734808.104167
1103965	PROPERTY	34.012760	-118.258941	734801.791667
1103966	PROPERTY	34.023890	-118.288746	734808.687500
1103969	PROPERTY	34.019351	-118.282112	734808.906250
1103973	PROPERTY	34.019698	-118.282058	734807.875000
1103977	PROPERTY	34.026870	-118.279030	734804.416667
1103980	PROPERTY	34.021935	-118.280085	734790.750000
1103996	PROPERTY	34.018831	-118.289536	734809.708333
1103998	PROPERTY	34.024916	-118.288297	734809.927083
1103999	PROPERTY	34.012137	-118.253918	734808.791667
1104001	PROPERTY	34.019698	-118.282058	734809.854167
1104003	PROPERTY	34.019122	-118.290751	734809.500000
1104017	PROPERTY	34.065513	-118.202201	734810.250000
1104018	PROPERTY	34.024916	-118.288297	734810.500000
1104019	PROPERTY	34.024916	-118.288297	734810.500000
1104020	PROPERTY	34.019983	-118.282509	734807.937500
1104022	PROPERTY	34.031656	-118.290465	734810.979167
1104023	PROPERTY	34.023468	-118.285284	734804.583333
1104025	PROPERTY	34.022951	-118.285092	734802.500000
1104026	PROPERTY	34.025050	-118.280080	734807.654861
1104027	PROPERTY	34.029528	-118.282313	734810.791667
1104028	PROPERTY	34.022408	-118.291014	734810.708333
1104029	PROPERTY	34.018831	-118.289536	734808.750000
1104034	PROPERTY	34.024916	-118.288297	734808.750000
1104041	PROPERTY	34.024775	-118.287983	734799.791667
1104043	PROPERTY	34.024916	-118.288297	734810.916667
1104053	PROPERTY	34.023890	-118.288746	734812.312500
1104061	PROPERTY	34.019122	-118.290751	734812.875000
1104062	PROPERTY	34.019122	-118.290751	734811.104167
1104063	PROPERTY	34.024916	-118.288297	734812.395833
1104070	PROPERTY	34.017123	-118.254193	734812.916667
1104079	PROPERTY	34.023890	-118.288746	734812.541667
1104080	PROPERTY	34.025524	-118.287581	734814.479167
1104081	PROPERTY	34.027390	-118.280440	734813.056944
1104082	PROPERTY	34.021935	-118.280085	734811.722222
1104088	PROPERTY	34.018764	-118.282887	734814.729167
1104094	PROPERTY	34.020289	-118.290330	734810.083333
1104095	PROPERTY	34.032052	-118.287632	734805.958333
1104098	PROPERTY	34.019983	-118.282509	734804.590278
1104099	PROPERTY	34.024916	-118.288297	734814.791667
1104104	PROPERTY	34.018831	-118.289536	734814.979167
1104108	PROPERTY	34.024916	-118.288297	734813.729167
1104111	PROPERTY	34.021153	-118.283985	734803.833333
1104113	PROPERTY	34.021153	-118.283985	734815.729167
1104115	PROPERTY	34.021461	-118.288965	734815.875000
1104117	PROPERTY	34.019698	-118.282058	734811.541667
1104124	PROPERTY	34.019122	-118.290751	734815.875000
1104127	PROPERTY	34.032128	-118.287304	734814.472222
1104133	PROPERTY	34.019698	-118.282058	734799.708333
1104141	PROPERTY	34.031863	-118.290133	734815.916667
1104146	PROPERTY	34.022649	-118.285206	734816.750000
1104147	PROPERTY	34.021765	-118.282861	734813.291667
1104149	PROPERTY	34.021153	-118.283985	734815.500000
1104152	PROPERTY	34.018831	-118.289536	734814.416667
1104155	PROPERTY	34.025683	-118.281655	734816.916667
1104156	PROPERTY	34.018063	-118.289165	734817.437500
1104165	PROPERTY	34.019274	-118.290295	734816.916667
1104178	PROPERTY	34.030163	-118.285901	734811.708333
1104181	PROPERTY	34.028379	-118.288222	734811.541667
1104187	PROPERTY	34.019274	-118.290295	734817.958333
1104203	PROPERTY	34.021153	-118.283985	734819.520833
1104209	PROPERTY	34.024916	-118.288297	734818.604167
1104210	PROPERTY	34.019698	-118.282058	734815.666667
1104218	PROPERTY	34.028780	-118.283040	734819.979167
1104220	PROPERTY	34.024916	-118.288297	734813.791667
1104221	PROPERTY	34.018831	-118.289536	734816.739583
1104222	PROPERTY	34.021103	-118.281659	734815.458333
1104227	PROPERTY	34.021765	-118.282861	734820.875000
1104228	PROPERTY	34.024623	-118.287701	734819.354167
1104233	PROPERTY	34.021103	-118.281659	734818.750000
1104234	PROPERTY	34.025680	-118.277440	734816.979167
1104238	PROPERTY	34.021935	-118.280085	734817.666667
1104239	PROPERTY	34.021737	-118.294053	734818.500000
1104241	PROPERTY	34.019122	-118.290751	734803.729167
1104247	PROPERTY	34.023890	-118.288746	734821.666667
1104256	PROPERTY	34.025494	-118.294837	734817.916667
1104266	PROPERTY	34.060762	-118.205804	734822.416667
1104267	PROPERTY	34.018665	-118.286794	734822.833333
1104268	PROPERTY	34.019983	-118.282509	734816.958333
1104269	PROPERTY	34.024916	-118.288297	734818.416667
1104271	PROPERTY	34.021991	-118.286080	734822.762500
1104276	TRAFFIC	34.019247	-118.276105	734823.489583
1104281	PROPERTY	34.022915	-118.283953	734821.354167
1104282	PROPERTY	34.062052	-118.201433	734627.836806
1104285	PROPERTY	34.018831	-118.289536	734817.458333
1104287	PROPERTY	34.018665	-118.286794	734823.395833
1104299	PROPERTY	34.021765	-118.282861	734824.395833
1104301	PROPERTY	34.029528	-118.282313	734822.875000
1104303	PROPERTY	34.062052	-118.201433	734797.708333
1104305	PROPERTY	34.025182	-118.282720	734822.875000
1104307	PROPERTY	34.060402	-118.205965	734824.552083
1104312	PROPERTY	34.012760	-118.258941	734817.583333
1104313	PROPERTY	34.023991	-118.286299	734824.500000
1104322	PROPERTY	34.024916	-118.288297	734824.421528
1104323	PROPERTY	34.023890	-118.288746	734824.291667
1104325	PROPERTY	34.028954	-118.278704	734823.833333
1104365	PROPERTY	34.019274	-118.290295	734825.708333
1104366	PROPERTY	34.021765	-118.282861	734827.625000
1104376	PROPERTY	34.026267	-118.288365	734825.791667
1104377	PROPERTY	34.016265	-118.254253	734825.791667
1104379	PROPERTY	34.019920	-118.280504	734828.576389
1104391	PROPERTY	34.023520	-118.285915	734828.312500
1104392	PROPERTY	34.021301	-118.288016	734828.729167
1104393	PROPERTY	34.030163	-118.285383	734827.840972
1104398	PROPERTY	34.018818	-118.287424	734825.750000
1104399	PROPERTY	34.023890	-118.288746	734825.520833
1104414	PROPERTY	34.018764	-118.282887	734829.736111
1104427	PROPERTY	34.019122	-118.290751	734825.958333
1104429	PROPERTY	34.020289	-118.290330	734832.739583
1104436	PROPERTY	34.019871	-118.286099	734833.364583
1104462	ROBBERY	34.030426	-118.281857	734834.311111
1104476	PROPERTY	34.027480	-118.290430	734834.895833
1104479	PROPERTY	34.032663	-118.287741	734834.854167
1104484	PROPERTY	34.021124	-118.280948	734835.812500
1104488	PROPERTY	34.032928	-118.276850	734828.958333
1104530	PROPERTY	34.025470	-118.279210	734835.916667
1104531	PROPERTY	34.021461	-118.288965	734835.388889
1104533	PROPERTY	34.026670	-118.278900	734825.916667
1104537	PROPERTY	34.018831	-118.289536	734825.656250
1104543	PROPERTY	34.019274	-118.290295	734836.750000
1104544	PROPERTY	34.029457	-118.296065	734836.916667
1104546	PROPERTY	34.020659	-118.263666	734829.875000
1104551	PROPERTY	34.025524	-118.287581	734834.875000
1104567	PROPERTY	34.019274	-118.290295	734836.500000
1104572	PROPERTY	34.022181	-118.284466	734837.784722
1104576	PROPERTY	34.029494	-118.281654	734836.833333
1104581	PROPERTY	34.021945	-118.283807	734824.750000
1104585	PROPERTY	34.022994	-118.285608	734836.666667
1104586	PROPERTY	34.025524	-118.287581	734839.062500
1104587	PROPERTY	34.025524	-118.287581	734839.041667
1104591	PROPERTY	34.031454	-118.282056	734835.666667
1104622	PROPERTY	34.020146	-118.287264	734839.593750
1104624	PROPERTY	34.019122	-118.290751	734823.625000
1104626	PROPERTY	0.000000	-0.000000	734840.979167
1104627	PROPERTY	34.021991	-118.286080	734836.645833
1104632	PROPERTY	34.032928	-118.276850	734842.000694
1104634	PROPERTY	34.020407	-118.282071	734829.520833
1104637	PROPERTY	34.031614	-118.288633	734820.833333
1104647	PROPERTY	34.030130	-118.281160	734842.583333
1104649	PROPERTY	34.020407	-118.282071	734837.090278
1104656	PROPERTY	34.030130	-118.281160	734839.708333
1104663	PROPERTY	34.062580	-118.202705	734839.916667
1104665	PROPERTY	34.026710	-118.278630	734838.541667
1104668	PROPERTY	34.020159	-118.283717	734839.583333
1104676	PROPERTY	34.020068	-118.289830	734840.895833
1104678	PROPERTY	34.024623	-118.287701	734838.791667
1104679	PROPERTY	34.018723	-118.285236	734845.500000
1104685	PROPERTY	34.021475	-118.282179	734846.090278
1104695	DISORDERLY CONDUCT	34.025280	-118.278080	734846.747222
1104701	PROPERTY	34.025683	-118.281655	734838.603472
1104702	PROPERTY	34.019124	-118.287976	734846.979167
1104704	PROPERTY	34.021153	-118.283985	734847.645833
1104708	DISORDERLY CONDUCT	34.032663	-118.286861	734848.027778
1104719	PROPERTY	34.021765	-118.282861	734848.833333
1104720	PROPERTY	34.018818	-118.287424	734848.270833
1104739	PROPERTY	0.000000	-0.000000	734850.350000
1104748	PROPERTY	34.012760	-118.258941	734814.375000
1104750	PROPERTY	34.030130	-118.281160	734846.791667
1104751	PROPERTY	34.020289	-118.290330	734841.708333
1104758	PROPERTY	34.025524	-118.287581	734849.458333
1104774	PROPERTY	34.062052	-118.201433	734829.708333
1104779	PROPERTY	34.023890	-118.288746	734839.833333
1104801	PROPERTY	34.020863	-118.293537	734857.375000
1104802	PROPERTY	34.020598	-118.286592	734854.620139
1104805	PROPERTY	34.062052	-118.201433	734850.850694
1104811	PROPERTY	34.063762	-118.201545	734814.729167
1104813	PROPERTY	34.026672	-118.284165	734856.428472
1104816	PROPERTY	34.061416	-118.204854	734859.354167
1104825	PROPERTY	34.025683	-118.281655	734853.750000
1104836	PROPERTY	34.024333	-118.283966	734860.250000
1200010	PROPERTY	0.000000	-0.000000	734869.625000
1200011	PROPERTY	34.021103	-118.281659	734853.708333
1200012	PROPERTY	34.020194	-118.285760	734871.486111
1200022	PROPERTY	34.025683	-118.281655	734777.541667
1200023	PROPERTY	34.020407	-118.282071	734858.687500
1200027	PROPERTY	34.028705	-118.288540	734871.500000
1200029	PROPERTY	34.021103	-118.281659	734846.708333
1200038	PROPERTY	34.021103	-118.281659	734851.625000
1200059	PROPERTY	34.020762	-118.289676	734877.645833
1200066	PROPERTY	34.019124	-118.287976	734842.511111
1200067	PROPERTY	34.021935	-118.280085	734878.020833
1200068	PROPERTY	34.021935	-118.280085	734850.916667
1200069	PROPERTY	34.018831	-118.289536	734829.500000
1200071	PROPERTY	34.025683	-118.281655	734847.833333
1200072	PROPERTY	34.032663	-118.286861	734857.500000
1200075	PROPERTY	34.021103	-118.281659	734849.500000
1200077	PROPERTY	34.027470	-118.280720	734847.916667
1200078	PROPERTY	34.019124	-118.287976	734851.708333
1200085	PROPERTY	34.025683	-118.281655	734852.750000
1200096	PROPERTY	34.022083	-118.281584	734857.625000
1200097	PROPERTY	34.021935	-118.280085	734845.500000
1200101	PROPERTY	34.027980	-118.278965	734852.666667
1200115	PROPERTY	34.020133	-118.288242	734880.444444
1200127	PROPERTY	34.026363	-118.288413	734879.666667
1200139	PROPERTY	34.020289	-118.290330	734882.416667
1200163	PROPERTY	34.028259	-118.291689	734884.625000
1200166	PROPERTY	34.025683	-118.281655	734883.875000
1200167	PROPERTY	34.025683	-118.281655	734879.958333
1200169	PROPERTY	34.019351	-118.282112	734881.666667
1200173	PROPERTY	34.025683	-118.281655	734883.000694
1200175	PROPERTY	34.019251	-118.283547	734882.750000
1200186	DISORDERLY CONDUCT	34.024268	-118.287553	734885.697917
1200192	PROPERTY	34.021475	-118.282179	735204.750000
1200193	PROPERTY	34.022334	-118.282518	734886.409722
1200199	PROPERTY	34.022181	-118.284466	734879.708333
1200202	PROPERTY	34.027990	-118.281520	734848.500000
1200203	PROPERTY	34.021935	-118.280085	734880.666667
1200204	PROPERTY	34.019351	-118.282112	734886.454167
1200208	PROPERTY	34.019983	-118.282509	734885.708333
1200210	PROPERTY	34.027320	-118.283060	734851.333333
1200211	PROPERTY	34.024044	-118.285626	734887.340278
1200212	ROBBERY	34.018303	-118.283409	734887.604167
1200213	PROPERTY	34.021461	-118.288965	734885.583333
1200223	PROPERTY	34.021765	-118.282861	734885.812500
1200243	PROPERTY	34.063067	-118.204029	735223.333333
1200260	TRAFFIC	34.026564	-118.277042	734889.708333
1200262	PROPERTY	34.019871	-118.286099	734888.916667
1200263	PROPERTY	34.018831	-118.289536	734889.062500
1200271	PROPERTY	34.019274	-118.290295	734887.958333
1200279	PROPERTY	34.019863	-118.292754	734889.833333
1200284	PROPERTY	34.025683	-118.281655	734889.979167
1200286	PROPERTY	34.019288	-118.286337	734891.500000
1200296	PROPERTY	34.025683	-118.281655	734888.666667
1200307	PROPERTY	34.027590	-118.280530	734891.687500
1200310	PROPERTY	34.022408	-118.291014	734892.708333
1200313	PROPERTY	34.019288	-118.286337	734892.833333
1200329	PROPERTY	34.019742	-118.277213	734847.620833
1200331	PROPERTY	34.027060	-118.279760	734891.791667
1200332	PROPERTY	34.025683	-118.281655	734892.833333
1200342	PROPERTY	34.025683	-118.281655	734889.958333
1200343	PROPERTY	34.018723	-118.285236	734892.645833
1200344	PROPERTY	34.025683	-118.281655	734888.750000
1200350	PROPERTY	34.062052	-118.201433	734881.496528
1200352	PROPERTY	34.028954	-118.278704	734893.916667
1200398	PROPERTY	0.000000	-0.000000	734896.104167
1200408	PROPERTY	34.026920	-118.276101	734896.645833
1200413	INCIDENT	34.018815	-118.295669	734899.019444
1200415	PROPERTY	34.063067	-118.204029	734898.750000
1200420	PROPERTY	34.025683	-118.281655	734898.906250
1200421	PROPERTY	34.025683	-118.281655	734898.979167
1200422	PROPERTY	34.019983	-118.282509	734897.791667
1200424	PROPERTY	34.026400	-118.278300	734899.041667
1200427	PROPERTY	34.024775	-118.287983	734898.644444
1200444	PROPERTY	0.000000	-0.000000	734899.555556
1200448	TRAFFIC	34.025774	-118.279663	734901.444444
1200511	PROPERTY	34.021103	-118.281659	734905.291667
1200517	PROPERTY	0.000000	-0.000000	734904.208333
1200530	PROPERTY	34.021103	-118.281659	734905.576389
1200540	PROPERTY	34.027320	-118.283060	734905.479167
1200542	PROPERTY	34.029410	-118.283140	734716.583333
1200552	PROPERTY	34.024741	-118.281771	734903.875000
1200559	PROPERTY	34.019592	-118.282498	734906.791667
1200560	PROPERTY	0.000000	-0.000000	734900.583333
1200569	PROPERTY	34.022408	-118.291014	734905.583333
1200571	PROPERTY	34.031363	-118.285165	734860.500000
1200572	PROPERTY	34.020093	-118.287066	734907.708333
1200577	PROPERTY	34.021991	-118.286080	734901.750000
1200585	PROPERTY	34.021765	-118.282861	734908.812500
1200632	PROPERTY	34.021765	-118.282861	734912.395833
1200645	PROPERTY	34.019708	-118.290034	734907.416667
1200647	PROPERTY	34.028954	-118.278704	734849.958333
1200648	PROPERTY	34.031301	-118.285165	734912.666667
1200649	PROPERTY	34.030163	-118.285901	734912.916667
1200665	TRAFFIC	34.028774	-118.284165	734913.666667
1200690	PROPERTY	34.021765	-118.282861	734916.354167
1200694	PROPERTY	34.025363	-118.294700	734915.715278
1200695	PROPERTY	34.018723	-118.285236	734916.434028
1200702	PROPERTY	34.019351	-118.282112	734916.208333
1200703	PROPERTY	34.021124	-118.280948	734854.916667
1200704	PROPERTY	0.000000	-0.000000	734910.937500
1200721	PROPERTY	0.000000	-0.000000	734917.770833
1200724	PROPERTY	0.000000	-0.000000	734747.416667
1200727	PROPERTY	34.025683	-118.281655	734916.750000
1200732	PROPERTY	34.025683	-118.281655	734916.791667
1200735	PROPERTY	34.030897	-118.288633	734920.343750
1200740	PROPERTY	34.025683	-118.281655	734919.750000
